blueKills,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueTotalGold,blueKills_set,blueTotalGold_min/kills
4,206,48,17048,,
7,223,57,18328,,
7,222,48,17375,,
7,215,36,16556,,
15,252,55,21883,,
9,220,55,17382,,
13,249,48,20795,,
4,234,45,15469,,
9,228,48,17951,,
6,166,28,15205,,
9,231,52,17835,,
7,224,55,17329,,
3,217,48,14992,,
8,232,44,17033,,
9,236,60,17535,,
9,201,44,17645,,
7,219,38,16523,,
4,188,59,14630,,
9,245,42,17617,,
7,209,43,18142,,
4,235,52,16068,,
5,229,52,18041,,
11,223,47,17583,,
4,198,56,15381,,
3,236,62,15929,,
13,217,56,21132,,
1,223,59,14022,,
8,250,32,16786,,
6,254,32,17171,,
6,216,38,16004,,
4,237,48,16043,,
7,185,44,15720,,
3,213,42,14451,,
5,209,52,15551,,
5,231,48,16574,,
3,201,28,14264,,
3,217,56,15223,,
2,221,55,14366,,
6,239,51,16860,,
9,219,48,17791,,
8,242,56,18066,,
11,240,49,20245,,
5,210,36,15413,,
5,203,48,15510,,
5,236,33,15838,,
4,236,71,16029,,
2,230,63,14506,,
5,202,44,15293,,
3,204,53,14796,,
1,229,52,14142,,
5,232,51,15890,,
8,191,60,17040,,
6,214,52,16196,,
8,188,47,16373,,
10,224,43,17505,,
11,230,64,18635,,
6,232,60,16807,,
8,210,28,16842,,
8,203,56,16963,,
7,216,44,16587,,
8,245,60,18404,,
4,245,60,15901,,
9,235,44,17495,,
4,210,44,14891,,
6,229,40,16072,,
5,184,56,15460,,
8,193,38,16708,,
12,173,39,18275,,
2,195,44,13785,,
11,198,68,18596,,
5,206,65,15964,,
8,246,56,18343,,
4,250,66,17079,,
13,239,56,19639,,
12,216,52,20560,,
4,210,41,15013,,
6,201,62,15846,,
3,192,36,15018,,
6,194,49,16123,,
8,208,63,17166,,
3,237,48,15431,,
2,233,60,14814,,
9,243,46,17554,,
4,191,44,14450,,
6,199,45,15193,,
10,257,72,19140,,
6,236,40,16388,,
11,202,68,18532,,
2,219,51,14332,,
2,230,56,14697,,
6,236,37,15731,,
1,215,55,13881,,
7,177,52,15857,,
4,242,57,16131,,
11,219,51,19349,,
6,239,49,16731,,
8,250,56,18363,,
5,196,44,15132,,
8,219,60,17393,,
3,237,51,15615,,
4,213,32,15358,,
1,235,45,13936,,
10,202,40,17047,,
6,233,44,16350,,
6,207,60,16444,,
17,202,48,21703,,
9,194,41,16526,,
2,208,69,14698,,
4,210,59,15329,,
3,206,56,14746,,
4,247,55,15831,,
8,228,42,18575,,
6,242,44,16803,,
5,236,64,16666,,
10,213,76,18616,,
2,218,40,14939,,
8,227,42,16828,,
4,213,56,15398,,
2,217,44,14087,,
6,226,58,17081,,
4,233,40,16216,,
9,186,33,17174,,
8,227,28,17161,,
12,198,48,18119,,
5,187,52,15332,,
5,218,56,16386,,
9,260,62,18591,,
6,178,52,16138,,
7,255,66,18662,,
7,207,45,16454,,
8,168,34,15797,,
6,220,45,16028,,
6,178,46,15142,,
7,205,38,16849,,
15,209,40,20066,,
2,216,52,14312,,
5,260,44,16786,,
2,211,47,14299,,
8,203,28,15724,,
2,234,60,14828,,
8,186,44,16294,,
4,230,59,15761,,
4,192,42,14565,,
4,223,59,15711,,
7,246,49,16116,,
4,183,52,14629,,
4,219,52,15694,,
7,232,52,17041,,
3,214,60,15478,,
7,229,28,16956,,
4,252,81,16956,,
11,242,52,19172,,
8,213,48,16979,,
2,211,66,14806,,
7,205,60,18244,,
5,256,60,16989,,
3,183,28,14281,,
2,230,47,15393,,
8,249,51,17636,,
6,213,56,16600,,
7,228,32,15889,,
13,204,44,19657,,
8,231,45,16818,,
8,246,48,17415,,
6,246,54,16602,,
7,184,47,17181,,
7,202,32,16492,,
4,236,60,16410,,
3,209,40,15238,,
16,200,47,20271,,
5,228,48,15372,,
3,222,36,14930,,
8,236,52,17450,,
1,254,53,14812,,
9,241,40,17605,,
5,234,46,16841,,
5,249,52,16321,,
5,230,53,16270,,
7,191,54,15954,,
5,247,44,15682,,
5,215,59,16190,,
12,213,40,19572,,
5,236,48,15930,,
1,215,43,13785,,
6,247,57,16898,,
7,229,64,18333,,
1,220,56,14289,,
7,208,63,16501,,
5,250,52,16618,,
6,261,50,16557,,
11,158,28,16978,,
6,221,36,16577,,
4,195,44,14706,,
7,217,52,16795,,
4,242,56,15288,,
5,194,48,14875,,
7,184,35,16861,,
9,203,34,17136,,
8,242,52,17765,,
3,200,52,14555,,
2,203,55,14020,,
8,228,52,17575,,
5,227,56,15307,,
5,245,53,16751,,
7,218,40,16271,,
7,209,55,16420,,
6,180,49,15570,,
3,218,48,14948,,
4,220,37,15167,,
3,250,49,15484,,
8,221,50,17856,,
3,212,68,14767,,
11,217,43,18474,,
0,243,64,14183,,
4,242,59,15971,,
2,210,56,14319,,
3,260,54,16206,,
5,213,59,15704,,
9,218,62,18137,,
2,239,47,14944,,
1,187,28,13172,,
9,220,52,18363,,
4,228,49,15200,,
7,218,48,17315,,
4,259,60,16516,,
4,170,45,14010,,
4,205,52,15580,,
7,238,80,17731,,
9,261,52,19186,,
7,252,40,18135,,
7,204,56,15947,,
10,168,35,16681,,
5,232,62,16733,,
4,220,44,15233,,
7,247,56,18406,,
7,201,51,16711,,
7,175,40,16093,,
3,252,42,15563,,
5,203,60,15745,,
8,185,44,15958,,
9,195,45,17501,,
7,240,64,18038,,
4,248,57,16256,,
6,239,46,16589,,
5,223,44,15258,,
7,223,44,16481,,
6,195,68,15913,,
4,257,52,16162,,
8,214,36,17264,,
7,241,40,16700,,
7,197,47,16337,,
4,208,47,15790,,
4,217,55,15970,,
2,213,52,14933,,
9,241,52,18060,,
4,208,35,14732,,
7,242,56,17121,,
11,229,38,18913,,
7,196,56,17237,,
1,195,52,13265,,
14,237,73,21020,,
7,210,44,17320,,
6,199,45,15586,,
8,218,54,17208,,
0,194,60,13282,,
5,222,41,15555,,
4,255,68,17008,,
6,191,48,16050,,
8,203,48,16830,,
6,209,39,16370,,
3,183,66,14851,,
4,215,31,15325,,
9,248,65,18385,,
2,203,43,14074,,
5,225,62,16299,,
7,238,48,16644,,
6,215,46,16997,,
3,220,55,15360,,
7,230,36,17141,,
7,233,55,17882,,
11,190,65,18342,,
4,197,39,15251,,
8,251,40,17693,,
4,219,52,15385,,
7,239,54,17549,,
5,219,40,15148,,
11,174,64,17558,,
6,242,48,16989,,
11,244,40,18786,,
4,194,69,15188,,
4,199,72,15520,,
13,226,56,20876,,
6,268,52,17059,,
7,206,51,16760,,
3,203,45,14660,,
6,202,33,15510,,
9,159,26,16897,,
8,227,40,16861,,
11,218,42,18445,,
4,221,58,15777,,
7,224,66,18284,,
10,192,38,17047,,
5,229,60,17606,,
7,216,55,17447,,
1,210,63,13789,,
11,192,44,18557,,
4,246,36,15568,,
10,220,30,17327,,
6,206,36,16110,,
10,200,37,18209,,
5,207,60,16023,,
8,231,44,17685,,
4,213,49,14803,,
6,195,44,15656,,
12,258,63,19154,,
9,222,44,17483,,
1,217,69,14598,,
6,205,62,16088,,
4,241,42,15812,,
5,240,52,16030,,
4,230,42,15787,,
10,177,59,17870,,
12,205,31,17875,,
6,196,60,16523,,
5,234,60,16180,,
7,205,62,17448,,
4,210,39,14493,,
9,217,42,17807,,
3,206,65,15001,,
11,246,40,18984,,
6,212,46,16528,,
2,224,64,15020,,
1,220,48,13657,,
8,245,50,17672,,
11,233,60,19508,,
11,215,44,18590,,
9,187,49,17260,,
3,254,53,16095,,
4,211,44,15384,,
11,231,43,18795,,
8,224,60,17737,,
2,207,48,14191,,
5,169,52,14557,,
7,229,56,16739,,
6,165,56,15230,,
5,250,52,16600,,
6,209,52,16240,,
11,216,52,18722,,
3,246,65,15640,,
7,242,55,17940,,
4,247,62,16414,,
2,211,48,14207,,
7,240,48,16737,,
1,234,58,14672,,
4,228,44,15360,,
11,213,45,17795,,
7,246,52,16896,,
4,216,46,16182,,
11,190,40,17729,,
10,222,39,17552,,
6,214,72,16491,,
9,221,55,17643,,
6,218,52,16247,,
8,192,36,17072,,
12,202,57,18882,,
3,182,64,14520,,
10,229,51,18374,,
6,211,44,16073,,
4,248,61,16448,,
12,203,51,18821,,
6,193,50,15485,,
5,204,44,15129,,
5,205,48,16329,,
6,263,64,16807,,
11,234,44,20330,,
6,185,58,16666,,
7,247,40,16946,,
7,247,52,17028,,
5,240,55,16686,,
4,223,44,14993,,
3,201,49,14654,,
3,232,36,15570,,
8,216,44,17178,,
1,222,46,14333,,
1,244,52,14453,,
3,238,48,15932,,
3,226,66,15101,,
6,216,60,16628,,
4,217,48,14997,,
10,233,53,17664,,
4,211,49,15082,,
8,214,48,16964,,
7,228,40,16999,,
6,220,44,16621,,
9,179,36,17060,,
3,202,52,14758,,
8,204,52,17117,,
6,204,49,16413,,
3,209,40,14448,,
5,247,48,16778,,
2,244,47,14494,,
9,226,48,18267,,
6,208,50,16440,,
8,212,60,17390,,
6,235,60,17035,,
11,156,32,17198,,
10,210,42,17430,,
4,217,40,15320,,
3,243,48,15347,,
12,199,36,18002,,
11,171,44,17901,,
3,197,50,14205,,
4,178,28,13772,,
6,237,80,17231,,
6,233,42,15983,,
2,241,41,14651,,
11,231,38,18789,,
6,213,28,15485,,
10,212,51,17992,,
10,197,53,18828,,
3,212,48,14797,,
4,228,56,15524,,
10,234,68,18288,,
5,222,84,16304,,
5,201,24,14974,,
4,256,43,16598,,
5,189,55,15273,,
4,222,55,15515,,
4,220,62,16024,,
4,225,60,15667,,
9,226,60,18451,,
8,198,59,16355,,
4,198,48,15140,,
2,258,69,15755,,
6,212,45,16302,,
2,173,48,13825,,
5,229,64,16724,,
9,248,51,18442,,
8,217,55,17008,,
5,249,52,16513,,
4,242,52,15554,,
5,215,40,15400,,
10,242,47,19052,,
6,198,36,16039,,
6,233,48,17093,,
4,207,44,15440,,
4,214,56,15547,,
7,190,56,16275,,
7,204,64,17627,,
7,221,51,16641,,
6,194,51,16009,,
4,211,58,15010,,
4,195,72,15969,,
2,232,56,15007,,
3,208,44,14494,,
6,220,36,16576,,
7,204,42,16575,,
12,225,66,19339,,
6,206,64,16621,,
1,235,48,14308,,
6,188,31,15165,,
11,202,52,18754,,
7,233,60,16608,,
7,172,62,16375,,
5,207,44,15987,,
8,217,56,17027,,
5,216,40,15885,,
3,241,60,16238,,
6,218,60,16778,,
7,216,69,17004,,
12,184,40,17668,,
7,225,48,16389,,
9,188,39,17252,,
7,195,44,17854,,
4,218,47,15431,,
2,224,60,14985,,
2,237,83,16008,,
9,247,48,19663,,
7,235,55,16932,,
8,212,51,17026,,
9,267,39,17803,,
5,234,55,15582,,
2,219,50,14808,,
7,207,44,16497,,
5,240,59,16503,,
4,220,52,15522,,
9,183,42,17371,,
8,232,50,17720,,
8,245,64,17981,,
5,160,48,15229,,
5,201,62,16425,,
4,209,52,15790,,
4,237,74,17339,,
4,229,60,16487,,
9,224,37,17922,,
6,236,55,16778,,
8,204,76,18068,,
8,229,46,17366,,
2,229,58,15041,,
5,197,41,15135,,
6,218,52,16083,,
8,223,61,17446,,
2,243,40,14284,,
8,213,56,17585,,
7,232,53,16537,,
10,245,44,18895,,
4,167,38,14370,,
9,242,57,18274,,
11,183,31,18286,,
7,224,56,16352,,
10,191,44,17546,,
4,227,46,16433,,
2,232,68,15414,,
7,234,44,17737,,
8,222,47,17570,,
7,242,34,17131,,
8,226,40,17237,,
9,206,51,17814,,
8,214,60,16738,,
11,213,43,18092,,
6,223,44,16522,,
9,247,51,18053,,
10,233,51,19475,,
12,206,50,18693,,
5,220,60,16488,,
8,230,56,17531,,
3,215,63,15422,,
3,214,59,15276,,
9,196,54,17390,,
10,178,49,17593,,
6,203,49,15820,,
8,226,37,17198,,
8,190,60,17000,,
6,209,52,15196,,
5,206,56,16358,,
9,195,45,17469,,
7,218,55,16031,,
6,223,73,17070,,
3,238,44,14782,,
5,246,56,16610,,
8,237,43,17255,,
3,202,38,14259,,
7,223,45,16100,,
13,207,57,19641,,
8,208,52,17346,,
3,230,64,16002,,
4,236,72,16070,,
2,205,44,14227,,
10,226,67,18715,,
9,217,50,17375,,
3,227,56,15162,,
6,190,60,15571,,
4,218,44,15070,,
12,190,59,18723,,
8,214,40,17258,,
5,208,55,16103,,
3,207,56,14709,,
8,204,51,17122,,
1,200,56,13696,,
9,235,60,17764,,
4,244,60,16275,,
11,230,65,20124,,
6,206,44,15775,,
6,199,56,15693,,
7,246,41,17479,,
9,226,45,17840,,
5,180,52,15259,,
4,187,45,15225,,
9,217,44,17312,,
8,206,44,16696,,
6,235,47,16690,,
5,219,54,16225,,
4,212,44,15720,,
2,169,52,13738,,
10,259,31,18240,,
6,220,56,16439,,
4,253,32,15761,,
9,227,57,18529,,
8,227,44,16996,,
10,207,44,17665,,
7,198,52,16969,,
2,244,72,15474,,
11,186,60,18204,,
6,241,47,17160,,
6,256,44,16876,,
10,230,60,18129,,
6,243,67,17210,,
5,203,38,15067,,
5,198,48,15013,,
7,221,76,16946,,
11,239,48,18403,,
2,199,60,14115,,
2,255,55,15321,,
5,216,52,15850,,
3,246,50,15704,,
5,216,44,17716,,
6,235,40,16604,,
4,180,42,14808,,
6,191,45,15924,,
3,199,41,14994,,
1,212,35,13533,,
6,257,76,18314,,
4,235,56,16387,,
6,212,42,15629,,
4,251,56,16070,,
4,223,47,15596,,
5,250,58,17010,,
8,208,34,17431,,
7,214,48,16664,,
4,197,48,15144,,
5,195,53,15703,,
10,220,33,18062,,
7,208,40,16787,,
12,221,63,19785,,
10,208,73,18408,,
11,208,48,18614,,
12,209,44,19704,,
2,248,52,15281,,
1,190,51,13253,,
8,190,59,17192,,
6,232,34,16796,,
11,207,36,18582,,
6,243,54,17098,,
5,209,48,15766,,
3,214,60,14767,,
10,170,60,18929,,
10,226,52,18046,,
8,204,48,17035,,
3,251,52,15992,,
8,216,48,17791,,
5,246,49,16517,,
7,178,58,15863,,
5,268,52,16779,,
10,180,43,17145,,
4,194,72,15161,,
6,249,59,17451,,
7,224,75,18342,,
5,259,50,16498,,
3,227,40,14975,,
9,204,50,17017,,
2,197,43,13872,,
8,216,68,17940,,
3,167,54,14037,,
5,207,44,15534,,
8,252,59,18074,,
11,164,45,17640,,
3,241,55,15539,,
9,170,61,17854,,
9,216,64,18924,,
10,244,68,18828,,
6,218,59,16192,,
9,231,35,17312,,
3,225,44,14951,,
8,204,51,17405,,
12,215,56,19201,,
13,219,48,20095,,
3,227,48,14799,,
4,233,52,17220,,
5,187,59,15494,,
12,212,69,18722,,
5,209,39,15440,,
19,240,48,23278,,
6,204,47,16525,,
6,212,67,16638,,
3,224,35,15562,,
2,262,56,15919,,
4,245,59,15922,,
3,252,47,15213,,
7,205,55,16247,,
10,231,60,19082,,
6,219,60,17146,,
5,238,80,17079,,
6,237,52,17330,,
7,239,53,16838,,
8,220,51,17424,,
5,233,35,15885,,
7,224,40,16339,,
7,241,54,17693,,
16,166,48,20032,,
4,201,43,15447,,
3,200,32,14099,,
3,219,49,15335,,
2,195,41,14198,,
4,208,47,15298,,
4,236,55,15564,,
8,224,56,17696,,
6,214,58,16047,,
3,216,28,14112,,
3,226,45,15314,,
7,187,60,16057,,
6,208,40,16266,,
4,197,56,15168,,
9,211,44,17665,,
4,207,37,14366,,
11,189,60,19106,,
0,217,60,13850,,
7,188,40,15633,,
9,194,36,17208,,
6,187,59,15771,,
2,210,48,14132,,
14,196,61,18413,,
6,197,63,15673,,
6,229,64,17091,,
8,220,40,16885,,
3,214,45,14836,,
11,220,52,18303,,
4,204,52,15503,,
3,227,64,15398,,
11,214,49,18420,,
4,193,33,14702,,
12,208,60,19355,,
5,187,46,14980,,
6,239,73,17520,,
17,220,48,21257,,
3,227,60,15565,,
7,193,52,16723,,
3,222,46,15096,,
4,207,55,14827,,
10,217,57,17354,,
5,229,39,15814,,
5,231,46,15882,,
3,212,48,15331,,
8,219,32,17886,,
5,218,68,16897,,
4,244,46,15613,,
8,189,52,16902,,
9,191,41,16544,,
8,193,37,16357,,
6,225,39,16255,,
4,236,71,16685,,
4,194,52,15036,,
9,240,44,17554,,
6,230,61,17066,,
4,254,48,15989,,
7,205,49,15984,,
11,210,41,17804,,
7,212,47,16136,,
3,226,41,14631,,
4,193,32,14668,,
10,236,59,19263,,
2,224,44,14645,,
8,233,69,17628,,
4,204,45,16002,,
5,182,56,15851,,
10,230,54,18484,,
6,204,48,15840,,
9,233,52,18829,,
7,191,64,16728,,
7,201,48,15744,,
4,223,60,16640,,
2,207,47,13744,,
8,216,47,17885,,
10,237,49,18646,,
2,213,40,14219,,
4,224,40,15616,,
10,197,60,19177,,
5,205,48,15977,,
9,228,64,18302,,
5,223,40,15634,,
5,229,52,16165,,
6,208,40,15900,,
8,224,45,17776,,
9,188,40,17597,,
2,231,47,14071,,
8,220,60,17380,,
3,215,38,14666,,
11,231,55,18232,,
7,193,52,17004,,
7,174,48,15664,,
10,203,53,18432,,
3,231,40,15495,,
5,234,56,16318,,
5,204,50,16123,,
2,207,43,14079,,
9,214,57,18081,,
6,232,48,16449,,
2,241,52,14947,,
5,191,58,15457,,
5,256,47,17129,,
8,236,64,17527,,
4,203,40,14396,,
5,206,55,16131,,
10,262,51,19476,,
3,195,44,14316,,
3,235,60,15159,,
5,236,40,15800,,
5,253,63,16780,,
7,205,60,16424,,
3,257,52,17035,,
3,203,64,14776,,
10,237,36,18697,,
3,202,40,14452,,
6,235,66,16540,,
8,233,37,16650,,
7,212,39,16887,,
11,222,56,18096,,
6,213,53,16199,,
6,197,72,16956,,
7,192,35,15646,,
4,207,59,15426,,
6,217,48,16308,,
4,204,56,15293,,
4,210,48,16389,,
10,208,60,18572,,
8,235,37,18250,,
4,169,48,15123,,
8,210,36,16793,,
2,216,41,14259,,
4,261,68,16607,,
5,204,31,15425,,
9,251,65,20464,,
3,193,63,14344,,
4,229,44,15936,,
8,208,49,18188,,
3,238,44,14686,,
0,227,63,14211,,
4,220,72,15995,,
3,225,48,14798,,
5,197,48,15823,,
2,232,60,14874,,
11,216,50,19517,,
8,191,64,16691,,
5,191,39,15328,,
7,234,64,17052,,
9,177,64,16749,,
13,182,36,18022,,
5,198,48,15675,,
12,209,38,19131,,
2,220,61,14294,,
3,216,38,14232,,
4,229,40,15715,,
5,221,50,16003,,
4,233,55,15901,,
8,238,36,16699,,
6,222,44,16269,,
16,221,42,21297,,
3,199,56,14618,,
4,228,63,15571,,
9,250,60,19087,,
3,193,36,14731,,
8,241,38,17375,,
7,245,52,17116,,
7,248,63,19435,,
7,190,41,16467,,
8,259,40,17409,,
5,244,59,17492,,
6,232,41,16536,,
3,232,60,15298,,
5,193,39,15217,,
3,241,71,15930,,
6,214,56,16521,,
9,207,56,18306,,
6,242,56,17248,,
7,215,60,17327,,
9,208,40,17561,,
3,196,37,13964,,
4,141,43,13337,,
8,197,48,17252,,
8,203,56,17735,,
10,261,60,19621,,
8,224,52,17226,,
14,198,43,19551,,
5,229,54,16107,,
10,175,22,17418,,
13,187,40,18116,,
7,158,59,16058,,
3,232,56,15418,,
4,251,52,15988,,
1,211,44,14012,,
5,175,53,15423,,
5,233,52,16250,,
16,226,48,21663,,
8,223,76,17770,,
7,216,44,17119,,
7,223,60,17042,,
11,237,56,19627,,
5,227,64,16344,,
4,262,60,17378,,
7,232,44,17537,,
3,226,61,15195,,
5,199,43,14987,,
6,187,36,15476,,
2,243,68,15714,,
9,229,48,18026,,
8,216,42,17180,,
4,221,64,15550,,
1,247,72,15710,,
4,198,57,14902,,
3,227,60,16099,,
3,212,64,15667,,
2,232,52,15239,,
12,225,48,19049,,
10,206,68,17872,,
16,241,52,20943,,
1,213,31,13167,,
2,218,52,14653,,
6,244,54,16780,,
4,191,55,15453,,
9,200,48,18768,,
4,224,51,15246,,
6,251,42,16658,,
5,196,48,15399,,
7,179,34,15685,,
6,234,64,17303,,
10,242,36,17555,,
11,246,35,19645,,
5,208,26,15068,,
5,208,63,16025,,
10,184,52,17849,,
10,201,40,17756,,
10,220,52,19151,,
8,225,48,17298,,
7,252,37,17740,,
4,206,59,14826,,
5,257,56,16695,,
3,206,64,15259,,
7,182,58,16294,,
9,267,52,19484,,
3,203,44,14983,,
14,219,45,20433,,
10,186,58,18256,,
10,258,48,18402,,
8,236,60,17537,,
4,229,43,16359,,
10,197,50,19263,,
3,217,60,15140,,
5,206,44,15574,,
9,200,43,17299,,
9,223,68,18402,,
6,258,46,16896,,
13,218,40,19145,,
8,237,54,18433,,
7,206,38,15707,,
15,231,41,20880,,
8,223,72,17800,,
9,244,51,19585,,
2,210,56,14836,,
8,213,45,17334,,
2,247,57,14981,,
8,205,40,16684,,
7,186,48,15533,,
6,209,56,16288,,
10,218,62,19276,,
8,221,38,16730,,
4,201,52,15184,,
4,228,53,15523,,
6,281,46,18072,,
9,192,51,16839,,
6,218,43,16047,,
1,225,44,13840,,
10,205,65,18588,,
7,251,51,17301,,
7,221,47,17669,,
8,244,42,16786,,
1,216,47,13806,,
3,213,64,14735,,
10,218,44,18059,,
3,229,44,14759,,
4,245,51,15809,,
6,194,68,16889,,
12,226,48,18713,,
5,199,54,15819,,
13,207,44,19547,,
6,252,44,16827,,
12,234,52,20668,,
12,229,27,18460,,
5,195,60,16063,,
8,223,64,19558,,
10,259,44,18868,,
6,240,50,18625,,
5,210,56,15930,,
1,222,44,13401,,
8,198,52,16889,,
5,213,71,16871,,
4,226,64,15470,,
6,203,44,15909,,
3,221,47,14996,,
8,254,52,18791,,
6,216,56,15805,,
8,216,52,17541,,
0,264,45,14439,,
4,195,68,14939,,
13,226,34,19399,,
2,230,44,14667,,
10,222,34,17802,,
9,216,60,18446,,
6,186,31,15779,,
2,222,49,14695,,
1,218,64,14206,,
11,246,68,19967,,
5,185,56,17284,,
5,218,48,15424,,
8,198,44,16729,,
6,207,31,15450,,
6,231,59,16814,,
8,246,65,18230,,
8,204,40,16843,,
10,182,61,17916,,
10,212,52,17318,,
12,215,56,18608,,
6,200,51,16240,,
11,211,51,20109,,
6,206,47,15977,,
3,158,59,14511,,
5,208,68,16250,,
4,250,59,16427,,
9,202,47,18398,,
4,196,60,15240,,
6,222,64,17262,,
2,233,48,14804,,
3,196,54,14921,,
7,179,46,15523,,
6,243,48,16623,,
14,219,46,21070,,
7,213,46,16907,,
11,213,51,18003,,
7,228,43,17124,,
16,183,40,19099,,
4,223,57,15538,,
4,210,56,15583,,
10,187,46,16982,,
7,202,50,16238,,
6,202,75,16641,,
9,221,52,17318,,
7,214,37,16438,,
6,232,36,16081,,
5,222,68,16385,,
8,245,47,17113,,
2,167,44,13016,,
5,228,46,15863,,
5,243,48,17843,,
6,207,52,16421,,
2,256,53,15739,,
7,231,51,17181,,
5,260,44,16534,,
6,228,48,18084,,
7,205,44,17094,,
10,205,48,18911,,
13,227,55,18928,,
12,236,44,19266,,
1,238,47,14415,,
15,194,44,19987,,
11,234,54,18464,,
7,244,48,17467,,
3,228,44,14686,,
6,229,64,17202,,
5,208,56,15810,,
8,240,72,18886,,
4,261,51,16668,,
2,190,55,13794,,
12,210,34,19292,,
9,185,44,17004,,
7,240,47,17231,,
8,271,59,19383,,
7,205,56,16417,,
6,228,53,17281,,
5,187,59,15195,,
6,172,48,15091,,
11,214,60,18456,,
7,204,60,17196,,
5,209,43,15534,,
5,201,49,15067,,
6,157,40,15295,,
8,207,60,18501,,
4,201,28,15119,,
4,202,63,15294,,
10,203,44,18099,,
7,193,60,16790,,
6,238,60,17467,,
6,223,64,16338,,
4,192,53,15471,,
3,186,60,14322,,
9,254,54,18266,,
16,254,51,22697,,
7,204,55,16538,,
6,221,40,16373,,
3,244,41,15029,,
5,180,51,15412,,
7,224,71,16478,,
6,243,65,17488,,
9,254,51,18105,,
12,176,53,17465,,
1,234,63,14735,,
1,218,56,14529,,
2,217,56,14311,,
2,211,64,14820,,
15,239,70,23701,,
3,219,48,15078,,
4,225,52,15844,,
4,182,52,14285,,
6,197,26,15596,,
10,235,43,18089,,
8,268,55,18320,,
0,196,36,12837,,
7,216,43,16135,,
1,229,32,13599,,
2,210,52,14732,,
3,237,46,15529,,
6,208,43,15909,,
6,207,60,15953,,
9,218,49,17867,,
5,216,44,16324,,
1,201,44,13006,,
4,220,44,16165,,
4,204,19,14205,,
6,204,43,16882,,
5,180,47,14871,,
12,268,65,20860,,
2,238,57,15379,,
5,240,52,15814,,
9,205,48,17252,,
8,191,34,16451,,
10,180,36,16991,,
2,223,63,14695,,
4,244,64,16333,,
9,212,45,17875,,
9,244,70,18912,,
5,225,48,16791,,
4,214,50,15198,,
10,238,48,18156,,
8,232,40,18334,,
6,202,52,16054,,
8,223,46,18271,,
5,203,42,15645,,
6,244,61,17816,,
4,205,60,15237,,
5,220,48,15740,,
6,198,42,15949,,
7,255,55,17250,,
7,206,48,17191,,
5,283,67,17512,,
3,253,43,15336,,
3,205,46,14143,,
5,222,47,16092,,
8,236,48,17505,,
4,213,47,15005,,
5,195,48,15189,,
8,218,53,16945,,
12,198,35,18269,,
4,235,60,16697,,
4,220,49,15179,,
3,218,41,14664,,
6,225,55,17375,,
9,258,30,17524,,
10,201,52,18033,,
9,235,54,18880,,
10,232,52,18751,,
6,213,57,16150,,
3,174,54,13769,,
4,240,56,15202,,
5,170,41,14885,,
7,199,36,15847,,
7,212,45,16708,,
7,248,53,17788,,
9,213,40,16988,,
13,243,51,22049,,
7,226,42,16752,,
9,228,46,18318,,
4,208,37,14655,,
5,167,43,14321,,
4,183,40,14434,,
12,203,47,18910,,
5,206,56,15740,,
6,201,46,15428,,
5,207,48,15577,,
8,222,48,17282,,
7,222,40,17009,,
6,209,42,16345,,
5,237,44,16142,,
13,189,53,18839,,
11,226,43,17570,,
7,161,28,15265,,
3,233,72,15581,,
7,211,52,16514,,
4,235,64,16127,,
10,198,48,17831,,
6,227,59,17002,,
6,222,50,16931,,
11,257,50,19267,,
10,190,41,17593,,
9,218,32,16950,,
4,171,48,13829,,
5,254,44,16478,,
5,234,60,16338,,
4,201,49,14972,,
6,228,53,16152,,
7,229,37,17209,,
7,224,52,17084,,
3,198,56,15073,,
11,164,63,17795,,
6,231,40,16404,,
4,211,56,15119,,
8,228,55,17770,,
3,202,59,15212,,
5,203,60,15781,,
3,217,58,15524,,
7,195,48,15473,,
10,211,43,18034,,
8,188,51,16646,,
10,213,56,18185,,
3,239,43,15761,,
5,245,59,16243,,
8,237,40,18909,,
8,221,33,17014,,
12,207,71,18820,,
8,246,60,18257,,
1,203,49,13860,,
4,200,51,14942,,
3,193,50,14056,,
11,208,56,18534,,
6,200,48,16118,,
5,242,52,17135,,
4,192,64,15293,,
5,200,35,15555,,
13,231,52,19907,,
4,204,4,15593,,
5,191,80,16305,,
5,238,52,16344,,
10,228,68,18863,,
10,239,40,18266,,
2,203,57,14528,,
7,229,36,17131,,
12,226,60,19273,,
4,254,51,15555,,
10,204,53,18265,,
5,210,56,15343,,
12,245,42,18631,,
8,207,32,17245,,
9,201,72,17670,,
7,197,48,18100,,
8,217,56,17499,,
9,191,40,16940,,
7,226,71,17960,,
5,205,46,15637,,
9,257,51,18726,,
6,221,51,17244,,
5,194,45,15038,,
8,198,52,17490,,
7,196,55,15970,,
4,250,63,16435,,
9,203,50,17562,,
7,189,60,16786,,
7,225,52,18193,,
4,230,52,16061,,
10,179,56,17517,,
7,223,55,17696,,
6,215,37,15777,,
5,181,36,14494,,
8,244,57,18385,,
3,206,50,15081,,
7,203,54,16702,,
6,248,39,17481,,
7,224,40,16445,,
5,158,48,14387,,
5,248,67,18261,,
11,261,72,20151,,
7,200,52,16232,,
1,206,61,13775,,
3,234,52,14771,,
2,264,57,15538,,
12,200,40,19390,,
6,209,36,16474,,
11,230,58,19267,,
6,218,56,16367,,
7,195,48,16066,,
3,217,37,14790,,
1,237,61,14417,,
